Date,Team,MP
20181104,C.J. Miles,16.54
20181104,Norman Powell,14.14
20181105,Andre Drummond,44.05
20181105,Blake Griffin,40.04
20181105,Reggie Jackson,37.58
20181105,Glenn Robinson,30.28
20181105,Bruce Brown,12.21
20181105,Langston Galloway,35.02
20181105,Ish Smith,26.25
20181105,Stanley Johnson,13.59
20181105,Jose Calderon,11.11
20181105,Zaza Pachulia,8.56
20181105,Jon Leuer,4.31
20181105,Josh Richardson,38.03
20181105,Justise Winslow,34.31
20181105,Goran Dragic,33.3
20181105,Rodney McGruder,33.21
20181105,Bam Adebayo,29.01
20181105,Dwyane Wade,28.45
20181105,Kelly Olynyk,23.57
20181105,Tyler Johnson,21.43
20181105,Derrick Jones,18.29
20181105,Wayne Ellington,3.4
20181105,Victor Oladipo,35.49
20181105,Thaddeus Young,30.2
20181105,Bojan Bogdanovic,30.11
20181105,Darren Collison,27.3
20181105,Myles Turner,23.2
20181105,Domantas Sabonis,30.26
20181105,Cory Joseph,22.19
20181105,Tyreke Evans,16.26
20181105,Doug McDermott,12.11
20181105,T.J. Leaf,11.28
20181105,Chris Paul,37.34
20181105,James Harden,35.07
20181105,Clint Capela,35.01
20181105,P.J. Tucker,33.11
20181105,James Ennis,27.12
20181105,Carmelo Anthony,23.46
20181105,Gary Clark,23.3
20181105,Gerald Green,16.55
20181105,Isaiah Hartenstein,7.44
20181105,Aaron Gordon,33.27
20181105,Evan Fournier,31.58
20181105,Nikola Vucevic,26.57
20181105,D.J. Augustin,26.37
20181105,Wesley Iwundu,12.55
20181105,Terrence Ross,30.11
20181105,Jonathon Simmons,21.13
20181105,Jerian Grant,21.06
20181105,Mohamed Bamba,21.03
20181105,Jarell Martin,14.33
20181105,Cedi Osman,42.36
20181105,Tristan Thompson,34.2
20181105,George Hill,32.3
20181105,Rodney Hood,30.42
20181105,Sam Dekker,14.25
20181105,Jordan Clarkson,25.34
20181105,J.R. Smith,25.1
20181105,Collin Sexton,16.44
20181105,Larry Nance,13.37
20181105,Kyle Korver,4.22
20181105,Allonzo Trier,41.48
20181105,Damyean Dotson,41.24
20181105,Noah Vonleh,34.34
20181105,Frank Ntilikina,16.12
20181105,Mitchell Robinson,11.03
20181105,Enes Kanter,40.57
20181105,Mario Hezonja,36.0
20181105,Emmanuel Mudiay,34.25
20181105,Trey Burke,23.38
20181105,Lance Thomas,5.0
20181105,Kevin Knox,4.59
20181105,Zach LaVine,49.01
20181105,Justin Holiday,46.51
20181105,Jabari Parker,42.25
20181105,Cameron Payne,40.44
20181105,Wendell Carter,22.2
20181105,Antonio Blakeney,20.08
20181105,Cristiano Felicio,18.23
20181105,Robin Lopez,17.19
20181105,Ryan Arcidiacono,17.16
20181105,Chandler Hutchison,15.33
20181105,Paul George,37.12
20181105,Steven Adams,36.53
20181105,Jerami Grant,31.17
20181105,Russell Westbrook,25.11
20181105,Terrance Ferguson,14.01
20181105,Alex Abrines,30.16
20181105,Dennis Schroder,23.34
20181105,Patrick Patterson,16.43
20181105,Nerlens Noel,11.07
20181105,Hamidou Diallo,10.48
20181105,Raymond Felton,2.58
20181105,Jrue Holiday,39.57
20181105,Anthony Davis,37.56
20181105,Nikola Mirotic,31.46
20181105,Wesley Johnson,18.59
20181105,E'Twaun Moore,16.24
20181105,Ian Clark,31.36
20181105,Julius Randle,28.14
20181105,Darius Miller,17.01
20181105,Cheick Diallo,10.04
20181105,Tim Frazier,8.03
20181105,Jamal Murray,38.13
20181105,Gary Harris,37.21
20181105,Paul Millsap,27.59
20181105,Nikola Jokic,27.27
20181105,Torrey Craig,2.44
20181105,Juan Hernangomez,24.19
20181105,Trey Lyles,23.05
20181105,Malik Beasley,21.53
20181105,Monte Morris,19.3
20181105,Mason Plumlee,17.29
20181105,Jayson Tatum,34.42
20181105,Kyrie Irving,33.57
20181105,Al Horford,32.4
20181105,Jaylen Brown,28.49
20181105,Gordon Hayward,25.52
20181105,Marcus Smart,25.05
20181105,Terry Rozier,22.21
20181105,Marcus Morris,20.23
20181105,Aron Baynes,10.33
20181105,Semi Ojeleye,3.17
20181105,Robert Williams,2.21
20181105,Joe Ingles,32.07
20181105,Rudy Gobert,29.31
20181105,Ricky Rubio,27.37
20181105,Derrick Favors,23.15
20181105,Royce O'Neale,19.11
20181105,Alec Burks,26.3
20181105,Jae Crowder,22.58
20181105,Grayson Allen,16.13
20181105,Dante Exum,16.05
20181105,Georges Niang,10.19
20181105,Ekpe Udoh,6.17
20181105,Thabo Sefolosha,6.17
20181105,Naz Mitrou-Long,3.4
20181105,Pascal Siakam,30.5
20181105,Kyle Lowry,28.57
20181105,OG Anunoby,24.56
20181105,Danny Green,22.04
20181105,Jonas Valanciunas,21.36
20181105,Fred VanVleet,28.11
20181105,C.J. Miles,24.39
20181105,Delon Wright,23.44
20181105,Serge Ibaka,13.46
20181105,Greg Monroe,12.38
20181105,Malachi Richardson,4.13
20181105,Lorenzo Brown,4.13
20181105,Norman Powell,0.13
20181105,Klay Thompson,32.15
20181105,Stephen Curry,32.04
20181105,Kevin Durant,31.55
20181105,Draymond Green,13.41
20181105,Damian Jones,11.01
20181105,Alfonzo McKinnie,29.03
20181105,Jordan Bell,21.04
20181105,Jonas Jerebko,19.47
20181105,Kevon Looney,19.43
20181105,Quinn Cook,19.19
20181105,Jacob Evans,6.06
20181105,Damion Lee,4.02
20181105,Jaren Jackson,32.2
20181105,Mike Conley,30.54
20181105,Kyle Anderson,29.03
20181105,Marc Gasol,28.24
20181105,Garrett Temple,27.49
20181105,Shelvin Mack,23.43
20181105,Dillon Brooks,23.33
20181105,Wayne Selden,19.22
20181105,MarShon Brooks,16.04
20181105,Ivan Rabb,8.47
20181105,Patrick Beverley,38.35
20181105,Tobias Harris,34.48
20181105,Danilo Gallinari,31.05
20181105,Shai Gilgeous-Alexander,24.33
20181105,Boban Marjanovic,17.52
20181105,Montrezl Harrell,30.08
20181105,Lou Williams,27.21
20181105,Mike Scott,16.55
20181105,Milos Teodosic,11.53
20181105,Jerome Robinson,6.5
20181105,Jimmy Butler,39.19
20181105,Karl-Anthony Towns,35.38
20181105,Derrick Rose,34.56
20181105,Andrew Wiggins,34.26
20181105,Taj Gibson,32.14
20181105,Josh Okogie,19.56
20181105,Anthony Tolliver,15.46
20181105,Tyus Jones,15.23
20181105,Gorgui Dieng,12.22
20181106,Kemba Walker,35.54
20181106,Nicolas Batum,32.34
20181106,Cody Zeller,27.27
20181106,Marvin Williams,26.41
20181106,Jeremy Lamb,22.32
20181106,Tony Parker,21.29
20181106,Malik Monk,20.45
20181106,Miles Bridges,19.52
20181106,Michael Kidd-Gilchrist,17.07
20181106,Willy Hernangomez,15.39
20181106,Kevin Huerter,32.13
20181106,Trae Young,29.49
20181106,Kent Bazemore,28.04
20181106,Alex Len,19.05
20181106,Omari Spellman,16.45
20181106,DeAndre' Bembry,29.13
20181106,Vince Carter,22.46
20181106,Dewayne Dedmon,19.14
20181106,Jeremy Lin,18.11
20181106,Alex Poythress,17.23
20181106,Tyler Dorsey,7.17
20181106,Luka Doncic,33.16
20181106,DeAndre Jordan,32.15
20181106,Harrison Barnes,31.19
20181106,Dennis Smith,31.14
20181106,Wesley Matthews,31.07
20181106,Dorian Finney-Smith,28.28
20181106,J.J. Barea,16.58
20181106,Maxi Kleber,16.26
20181106,Dwight Powell,15.09
20181106,Jalen Brunson,1.16
20181106,Salah Mejri,1.16
20181106,Ryan Broekhoff,1.16
20181106,John Wall,41.02
20181106,Otto Porter,37.35
20181106,Bradley Beal,36.53
20181106,Dwight Howard,32.56
20181106,Markieff Morris,22.25
20181106,Kelly Oubre,22.49
20181106,Austin Rivers,18.46
20181106,Jeff Green,15.04
20181106,Tomas Satoransky,5.42
20181106,Jason Smith,4.16
20181106,Troy Brown,1.16
20181106,Thomas Bryant,1.16
20181106,Devin Booker,36.23
20181106,Isaiah Canaan,36.02
20181106,Deandre Ayton,31.55
20181106,Trevor Ariza,31.12
20181106,Ryan Anderson,22.18
20181106,Mikal Bridges,27.38
20181106,Richaun Holmes,17.37
20181106,T.J. Warren,13.2
20181106,Elie Okobo,13.11
20181106,Josh Jackson,6.52
20181106,Jamal Crawford,3.32
20181106,Caris LeVert,32.11
20181106,Joe Harris,28.19
20181106,D'Angelo Russell,26.55
20181106,Jared Dudley,24.29
20181106,Jarrett Allen,24.2
20181106,Spencer Dinwiddie,29.56
20181106,Ed Davis,23.4
20181106,Allen Crabbe,22.25
20181106,Shabazz Napier,15.12
20181106,Rondae Hollis-Jefferson,12.33
20181106,Damian Lillard,36.06
20181106,CJ McCollum,35.53
20181106,Al-Farouq Aminu,31.3
20181106,Jusuf Nurkic,24.36
20181106,Jake Layman,15.21
20181106,Evan Turner,31.32
20181106,Zach Collins,24.1
20181106,Meyers Leonard,15.31
20181106,Nik Stauskas,13.14
20181106,Seth Curry,12.07
20181106,Giannis Antetokounmpo,37.04
20181106,Khris Middleton,35.3
20181106,Eric Bledsoe,30.2
20181106,Brook Lopez,29.48
20181106,Malcolm Brogdon,26.33
20181106,Ersan Ilyasova,24.08
20181106,Donte DiVincenzo,23.27
20181106,Tony Snell,16.44
20181106,John Henson,10.19
20181106,Pat Connaughton,6.07
20181107,Collin Sexton,41.46
20181107,J.R. Smith,32.16
20181107,Tristan Thompson,31.16
20181107,Rodney Hood,22.36
20181107,Cedi Osman,5.51
20181107,Jordan Clarkson,32.55
20181107,Larry Nance,22.2
20181107,Kyle Korver,21.11
20181107,Ante Zizic,16.44
20181107,David Nwaba,13.05
20181107,Paul George,38.33
20181107,Steven Adams,34.28
20181107,Dennis Schroder,34.01
20181107,Jerami Grant,27.25
20181107,Terrance Ferguson,21.47
20181107,Alex Abrines,26.13
20181107,Patrick Patterson,16.53
20181107,Raymond Felton,13.59
20181107,Nerlens Noel,13.32
20181107,Hamidou Diallo,13.09
20181107,Nikola Vucevic,34.26
20181107,Evan Fournier,31.01
20181107,D.J. Augustin,30.59
20181107,Aaron Gordon,28.04
20181107,Wesley Iwundu,17.47
20181107,Terrence Ross,27.33
20181107,Jarell Martin,19.56
20181107,Jonathon Simmons,19.39
20181107,Jerian Grant,17.01
20181107,Mohamed Bamba,13.34
20181107,Andre Drummond,35.08
20181107,Blake Griffin,35.08
20181107,Glenn Robinson,27.19
20181107,Reggie Jackson,26.23
20181107,Reggie Bullock,18.06
20181107,Langston Galloway,26.05
20181107,Ish Smith,24.24
20181107,Stanley Johnson,22.05
20181107,Zaza Pachulia,12.52
20181107,Jose Calderon,12.3
20181107,DeAndre' Bembry,32.51
20181107,Kent Bazemore,31.19
20181107,Trae Young,30.38
20181107,Omari Spellman,28.28
20181107,Alex Len,16.03
20181107,Taurean Prince,31.1
20181107,Jeremy Lin,21.55
20181107,Dewayne Dedmon,17.08
20181107,Miles Plumlee,11.08
20181107,Vince Carter,10.31
20181107,Alex Poythress,8.49
20181107,Noah Vonleh,38.57
20181107,Tim Hardaway,36.34
20181107,Frank Ntilikina,22.56
20181107,Damyean Dotson,17.51
20181107,Mitchell Robinson,14.53
20181107,Allonzo Trier,36.28
20181107,Enes Kanter,29.58
20181107,Emmanuel Mudiay,21.34
20181107,Mario Hezonja,11.39
20181107,Kevin Knox,9.1
20181107,Josh Richardson,37.45
20181107,Rodney McGruder,37.16
20181107,Wayne Ellington,37.07
20181107,Hassan Whiteside,32.13
20181107,Justise Winslow,30.5
20181107,Tyler Johnson,31.3
20181107,Kelly Olynyk,12.35
20181107,Bam Adebayo,12.28
20181107,Derrick Jones,8.16
20181107,DeMar DeRozan,36.34
20181107,LaMarcus Aldridge,35.37
20181107,Bryn Forbes,31.52
20181107,Dante Cunningham,21.34
20181107,Derrick White,15.59
20181107,Patty Mills,27.45
20181107,Marco Belinelli,27.36
20181107,Davis Bertans,26.26
20181107,Jakob Poeltl,12.23
20181107,Quincy Pondexter,4.14
20181107,Victor Oladipo,36.39
20181107,Bojan Bogdanovic,36.33
20181107,Myles Turner,30.1
20181107,Thaddeus Young,21.09
20181107,Darren Collison,18.23
20181107,Domantas Sabonis,31.45
20181107,Cory Joseph,31.12
20181107,Tyreke Evans,21.07
20181107,Doug McDermott,11.21
20181107,Kyle O'Quinn,1.41
20181107,Joel Embiid,36.03
20181107,Robert Covington,35.56
20181107,Dario Saric,35.54
20181107,Ben Simmons,34.19
20181107,Markelle Fultz,25.36
20181107,J.J. Redick,28.48
20181107,Landry Shamet,22.53
20181107,Wilson Chandler,15.22
20181107,Amir Johnson,5.09
20181107,Mike Conley,36.15
20181107,Marc Gasol,35.58
20181107,Jaren Jackson,32.48
20181107,Kyle Anderson,32.32
20181107,Garrett Temple,29.59
20181107,Dillon Brooks,21.28
20181107,Shelvin Mack,19.12
20181107,Wayne Selden,14.37
20181107,MarShon Brooks,11.38
20181107,Ivan Rabb,5.33
20181107,Jamal Murray,36.46
20181107,Gary Harris,32.47
20181107,Nikola Jokic,25.36
20181107,Torrey Craig,19.46
20181107,Paul Millsap,19.41
20181107,Trey Lyles,28.06
20181107,Monte Morris,26.27
20181107,Mason Plumlee,22.24
20181107,Juan Hernangomez,22.19
20181107,Malik Beasley,6.08
20181107,Jrue Holiday,37.13
20181107,Anthony Davis,37.03
20181107,E'Twaun Moore,31.13
20181107,Nikola Mirotic,29.3
20181107,Wesley Johnson,23.54
20181107,Julius Randle,23.32
20181107,Darius Miller,19.58
20181107,Ian Clark,19.02
20181107,Tim Frazier,8.18
20181107,Cheick Diallo,5.55
20181107,Kenrich Williams,4.22
20181107,Justin Holiday,38.05
20181107,Zach LaVine,37.55
20181107,Jabari Parker,35.56
20181107,Wendell Carter,29.28
20181107,Cameron Payne,14.54
20181107,Ryan Arcidiacono,33.06
20181107,Antonio Blakeney,16.34
20181107,Chandler Hutchison,15.3
20181107,Robin Lopez,10.37
20181107,Cristiano Felicio,7.55
20181107,Ricky Rubio,36.38
20181107,Joe Ingles,35.59
20181107,Donovan Mitchell,32.58
20181107,Rudy Gobert,31.43
20181107,Derrick Favors,24.42
20181107,Jae Crowder,30.21
20181107,Alec Burks,15.02
20181107,Royce O'Neale,12.01
20181107,Dante Exum,11.22
20181107,Georges Niang,7.16
20181107,Ekpe Udoh,1.58
20181107,Harrison Barnes,35.47
20181107,Luka Doncic,35.12
20181107,Wesley Matthews,33.37
20181107,DeAndre Jordan,31.24
20181107,Dennis Smith,24.26
20181107,Dorian Finney-Smith,18.42
20181107,J.J. Barea,16.16
20181107,Jalen Brunson,15.47
20181107,Maxi Kleber,13.36
20181107,Dwight Powell,10.57
20181107,Salah Mejri,4.16
20181107,De'Aaron Fox,35.48
20181107,Buddy Hield,35.33
20181107,Willie Cauley-Stein,33.29
20181107,Iman Shumpert,29.08
20181107,Nemanja Bjelica,18.51
20181107,Marvin Bagley,25.23
20181107,Bogdan Bogdanovic,18.27
20181107,Kosta Koufos,14.18
20181107,Troy Williams,14.15
20181107,Justin Jackson,7.41
20181107,Frank Mason,7.07
20181107,Kyle Lowry,35.16
20181107,Pascal Siakam,34.58
20181107,Kawhi Leonard,31.23
20181107,Danny Green,31.07
20181107,Serge Ibaka,28.01
20181107,OG Anunoby,23.45
20181107,Fred VanVleet,21.22
20181107,Jonas Valanciunas,19.46
20181107,Delon Wright,13.0
20181107,Malachi Richardson,1.22
20181107,LeBron James,38.32
20181107,Brandon Ingram,34.35
20181107,Kyle Kuzma,32.38
20181107,JaVale McGee,25.04
20181107,Lonzo Ball,21.02
20181107,Rajon Rondo,26.49
20181107,Tyson Chandler,22.56
20181107,Josh Hart,21.27
20181107,Kentavious Caldwell-Pope,12.57
20181107,Lance Stephenson,4.0
20181107,Jimmy Butler,43.08
20181107,Andrew Wiggins,40.58
20181107,Karl-Anthony Towns,38.5
20181107,Taj Gibson,37.21
20181107,Derrick Rose,36.32
20181107,Tyus Jones,12.17
20181107,Josh Okogie,11.54
20181107,Anthony Tolliver,9.5
20181107,Gorgui Dieng,9.1
20181108,Paul George,35.17
20181108,Jerami Grant,34.07
20181108,Dennis Schroder,33.43
20181108,Steven Adams,32.17
20181108,Terrance Ferguson,29.52
20181108,Alex Abrines,19.09
20181108,Nerlens Noel,15.43
20181108,Raymond Felton,13.18
20181108,Patrick Patterson,12.54
20181108,Hamidou Diallo,11.42
20181108,Timothe Luwawu-Cabarrot,0.59
20181108,Abdel Nader,0.59
20181108,James Harden,37.32
20181108,Chris Paul,36.07
20181108,Clint Capela,33.46
20181108,P.J. Tucker,32.31
20181108,James Ennis,24.17
20181108,Gary Clark,27.07
20181108,Carmelo Anthony,20.23
20181108,Gerald Green,16.16
20181108,Isaiah Hartenstein,6.07
20181108,Marquese Chriss,5.54
20181108,Devin Booker,42.39
20181108,Isaiah Canaan,41.54
20181108,Trevor Ariza,41.45
20181108,T.J. Warren,41.42
20181108,Deandre Ayton,38.18
20181108,Ryan Anderson,15.2
20181108,Richaun Holmes,14.42
20181108,Mikal Bridges,12.52
20181108,Elie Okobo,10.34
20181108,Josh Jackson,5.14
20181108,Kyrie Irving,43.17
20181108,Jaylen Brown,38.37
20181108,Al Horford,32.43
20181108,Jayson Tatum,29.4
20181108,Gordon Hayward,24.54
20181108,Marcus Morris,28.05
20181108,Marcus Smart,26.59
20181108,Terry Rozier,20.35
20181108,Aron Baynes,7.59
20181108,Semi Ojeleye,7.24
20181108,Guerschon Yabusele,4.47
20181108,Damian Lillard,34.57
20181108,CJ McCollum,34.57
20181108,Al-Farouq Aminu,26.18
20181108,Jusuf Nurkic,23.16
20181108,Jake Layman,13.42
20181108,Evan Turner,29.27
20181108,Zach Collins,26.34
20181108,Nik Stauskas,17.54
20181108,Seth Curry,13.03
20181108,Meyers Leonard,11.55
20181108,Caleb Swanigan,7.57
20181108,Tobias Harris,36.46
20181108,Shai Gilgeous-Alexander,35.21
20181108,Patrick Beverley,35.17
20181108,Danilo Gallinari,30.05
20181108,Boban Marjanovic,12.15
20181108,Lou Williams,35.31
20181108,Montrezl Harrell,25.02
20181108,Mike Scott,19.06
20181108,Jerome Robinson,6.35
20181108,Milos Teodosic,4.02
20181108,Klay Thompson,33.16
20181108,Kevin Durant,30.47
20181108,Stephen Curry,26.06
20181108,Damian Jones,23.18
20181108,Jordan Bell,21.36
20181108,Kevon Looney,21.18
20181108,Alfonzo McKinnie,20.22
20181108,Quinn Cook,18.44
20181108,Andre Iguodala,16.18
20181108,Jonas Jerebko,16.13
20181108,Damion Lee,12.0
20181108,Khris Middleton,28.55
20181108,Giannis Antetokounmpo,26.24
20181108,Eric Bledsoe,26.03
20181108,Malcolm Brogdon,24.49
20181108,Brook Lopez,21.3
20181108,Ersan Ilyasova,23.12
20181108,Pat Connaughton,21.16
20181108,Tony Snell,20.2
20181108,Donte DiVincenzo,14.0
20181108,John Henson,13.17
20181108,Thon Maker,6.44
20181108,Sterling Brown,6.44
20181108,Matthew Dellavedova,6.44
20181109,Aaron Gordon,42.2
20181109,Evan Fournier,36.42
20181109,Nikola Vucevic,30.38
20181109,D.J. Augustin,25.04
20181109,Wesley Iwundu,14.36
20181109,Terrence Ross,29.44
20181109,Jerian Grant,22.56
20181109,Mohamed Bamba,17.22
20181109,Jonathon Simmons,14.58
20181109,Jarell Martin,5.4
20181109,John Wall,42.2
20181109,Bradley Beal,41.46
20181109,Dwight Howard,26.05
20181109,Markieff Morris,26.0
20181109,Otto Porter,23.11
20181109,Kelly Oubre,25.11
20181109,Jeff Green,24.24
20181109,Austin Rivers,23.29
20181109,Tomas Satoransky,7.34
20181109,Ben Simmons,41.03
20181109,Dario Saric,40.15
20181109,Joel Embiid,39.03
20181109,Robert Covington,30.02
20181109,Markelle Fultz,23.18
20181109,J.J. Redick,36.41
20181109,Landry Shamet,18.31
20181109,Wilson Chandler,15.44
20181109,Jonah Bolden,10.57
20181109,Amir Johnson,5.41
20181109,T.J. McConnell,3.45
20181109,Kemba Walker,40.16
20181109,Cody Zeller,24.44
20181109,Jeremy Lamb,24.23
20181109,Nicolas Batum,16.44
20181109,Marvin Williams,14.35
20181109,Miles Bridges,28.25
20181109,Malik Monk,27.28
20181109,Michael Kidd-Gilchrist,26.48
20181109,Dwayne Bacon,22.34
20181109,Willy Hernangomez,20.22
20181109,Tony Parker,13.47
20181109,Bismack Biyombo,4.54
20181109,Omari Spellman,26.41
20181109,Trae Young,23.13
20181109,Kent Bazemore,21.45
20181109,Taurean Prince,21.43
20181109,Alex Len,7.57
20181109,Kevin Huerter,28.54
20181109,Dewayne Dedmon,26.25
20181109,Jeremy Lin,21.36
20181109,Miles Plumlee,17.29
20181109,DeAndre' Bembry,17.28
20181109,Alex Poythress,10.55
20181109,Tyler Dorsey,9.48
20181109,Vince Carter,6.06
20181109,Andre Drummond,32.35
20181109,Blake Griffin,25.57
20181109,Reggie Bullock,23.32
20181109,Reggie Jackson,21.15
20181109,Glenn Robinson,18.34
20181109,Stanley Johnson,24.14
20181109,Langston Galloway,23.57
20181109,Ish Smith,23.06
20181109,Jose Calderon,22.26
20181109,Zaza Pachulia,11.46
20181109,Bruce Brown,5.2
20181109,Khyri Thomas,3.39
20181109,Jon Leuer,3.39
20181109,Rodney McGruder,33.53
20181109,Hassan Whiteside,33.27
20181109,Josh Richardson,28.4
20181109,Justise Winslow,27.47
20181109,Wayne Ellington,23.43
20181109,Tyler Johnson,33.06
20181109,Derrick Jones,25.3
20181109,Kelly Olynyk,21.16
20181109,Bam Adebayo,7.05
20181109,Duncan Robinson,5.33
20181109,Victor Oladipo,36.43
20181109,Darren Collison,36.24
20181109,Bojan Bogdanovic,29.37
20181109,Myles Turner,23.58
20181109,Thaddeus Young,16.53
20181109,Cory Joseph,31.5
20181109,Domantas Sabonis,24.02
20181109,Tyreke Evans,18.15
20181109,Doug McDermott,15.11
20181109,T.J. Leaf,7.07
20181109,Jamal Murray,40.26
20181109,Gary Harris,36.22
20181109,Nikola Jokic,33.12
20181109,Paul Millsap,26.52
20181109,Torrey Craig,9.12
20181109,Monte Morris,22.07
20181109,Malik Beasley,22.05
20181109,Trey Lyles,21.08
20181109,Mason Plumlee,14.48
20181109,Juan Hernangomez,13.48
20181109,Caris LeVert,31.26
20181109,Jarrett Allen,30.38
20181109,Joe Harris,26.36
20181109,D'Angelo Russell,26.06
20181109,Jared Dudley,24.13
20181109,Spencer Dinwiddie,29.48
20181109,Allen Crabbe,23.11
20181109,Rondae Hollis-Jefferson,17.49
20181109,Ed Davis,16.05
20181109,DeMarre Carroll,14.08
20181109,Ricky Rubio,37.03
20181109,Rudy Gobert,36.01
20181109,Joe Ingles,35.01
20181109,Donovan Mitchell,33.5
20181109,Derrick Favors,21.39
20181109,Jae Crowder,30.1
20181109,Alec Burks,21.12
20181109,Royce O'Neale,14.04
20181109,Georges Niang,8.13
20181109,Dante Exum,2.47
20181109,Jayson Tatum,36.13
20181109,Terry Rozier,36.09
20181109,Jaylen Brown,29.54
20181109,Al Horford,28.32
20181109,Gordon Hayward,25.4
20181109,Marcus Smart,33.13
20181109,Marcus Morris,27.01
20181109,Aron Baynes,14.55
20181109,Semi Ojeleye,8.06
20181109,Guerschon Yabusele,0.17
20181109,Buddy Hield,33.2
20181109,De'Aaron Fox,33.1
20181109,Iman Shumpert,31.49
20181109,Willie Cauley-Stein,28.36
20181109,Nemanja Bjelica,27.23
20181109,Troy Williams,19.49
20181109,Kosta Koufos,19.24
20181109,Marvin Bagley,16.18
20181109,Frank Mason,14.5
20181109,Yogi Ferrell,9.06
20181109,Justin Jackson,6.15
20181109,Jimmy Butler,41.12
20181109,Karl-Anthony Towns,39.36
20181109,Derrick Rose,34.36
20181109,Taj Gibson,29.37
20181109,Josh Okogie,27.21
20181109,Tyus Jones,25.36
20181109,Anthony Tolliver,18.23
20181109,C.J. Williams,10.58
20181109,Gorgui Dieng,8.24
20181109,James Nunnally,4.17
20181110,Pascal Siakam,28.22
20181110,Kyle Lowry,26.36
20181110,Serge Ibaka,25.4
20181110,Kawhi Leonard,23.15
20181110,Danny Green,21.07
20181110,OG Anunoby,24.45
20181110,Delon Wright,24.18
20181110,Fred VanVleet,22.04
20181110,Jonas Valanciunas,20.47
20181110,C.J. Miles,18.2
20181110,Lorenzo Brown,2.23
20181110,Greg Monroe,2.23
20181110,Tim Hardaway,31.33
20181110,Mitchell Robinson,28.25
20181110,Noah Vonleh,25.59
20181110,Frank Ntilikina,24.35
20181110,Damyean Dotson,23.15
20181110,Kevin Knox,24.14
20181110,Emmanuel Mudiay,22.57
20181110,Mario Hezonja,21.33
20181110,Enes Kanter,19.35
20181110,Allonzo Trier,17.54
20181110,Danilo Gallinari,40.48
20181110,Shai Gilgeous-Alexander,39.51
20181110,Tobias Harris,37.23
20181110,Patrick Beverley,30.24
20181110,Marcin Gortat,19.26
20181110,Lou Williams,32.56
20181110,Montrezl Harrell,32.04
20181110,Mike Scott,15.38
20181110,Tyrone Wallace,12.42
20181110,Sindarius Thornwell,3.48
20181110,Boban Marjanovic,0.0
20181110,Giannis Antetokounmpo,41.07
20181110,Malcolm Brogdon,37.12
20181110,Brook Lopez,37.1
20181110,Eric Bledsoe,34.2
20181110,Khris Middleton,28.33
20181110,Pat Connaughton,25.53
20181110,Ersan Ilyasova,23.14
20181110,Donte DiVincenzo,15.04
20181110,Tony Snell,11.47
20181110,John Henson,10.4
20181110,Julius Randle,37.32
20181110,Jrue Holiday,36.13
20181110,Anthony Davis,36.07
20181110,Wesley Johnson,27.56
20181110,E'Twaun Moore,27.14
20181110,Darius Miller,21.48
20181110,Cheick Diallo,17.38
20181110,Ian Clark,15.22
20181110,Tim Frazier,11.41
20181110,Kenrich Williams,4.55
20181110,Frank Jackson,1.47
20181110,Jahlil Okafor,1.47
20181110,T.J. Warren,36.42
20181110,Devin Booker,34.32
20181110,Trevor Ariza,33.18
20181110,Deandre Ayton,30.21
20181110,Isaiah Canaan,26.08
20181110,Josh Jackson,19.0
20181110,Mikal Bridges,18.4
20181110,Richaun Holmes,17.39
20181110,Jamal Crawford,12.49
20181110,Elie Okobo,10.51
20181110,Zach LaVine,39.17
20181110,Justin Holiday,37.09
20181110,Jabari Parker,30.14
20181110,Ryan Arcidiacono,29.57
20181110,Wendell Carter,25.25
20181110,Robin Lopez,22.22
20181110,Antonio Blakeney,19.16
20181110,Chandler Hutchison,18.17
20181110,Shaquille Harrison,18.03
20181110,Collin Sexton,34.2
20181110,Tristan Thompson,33.41
20181110,Larry Nance,30.51
20181110,Rodney Hood,28.47
20181110,J.R. Smith,22.47
20181110,Jordan Clarkson,24.59
20181110,Kyle Korver,19.47
20181110,David Nwaba,17.05
20181110,Ante Zizic,14.03
20181110,Andrew Harrison,13.4
20181110,Mike Conley,42.04
20181110,Marc Gasol,41.02
20181110,Garrett Temple,36.38
20181110,Kyle Anderson,32.56
20181110,Jaren Jackson,30.35
20181110,Shelvin Mack,32.45
20181110,MarShon Brooks,18.44
20181110,Wayne Selden,17.04
20181110,Dillon Brooks,8.3
20181110,Ivan Rabb,4.42
20181110,Landry Shamet,42.3
20181110,Joel Embiid,39.22
20181110,Ben Simmons,38.27
20181110,J.J. Redick,34.28
20181110,Markelle Fultz,24.45
20181110,T.J. McConnell,34.24
20181110,Furkan Korkmaz,22.53
20181110,Jonah Bolden,14.33
20181110,Amir Johnson,13.38
20181110,Josh Richardson,36.12
20181110,Hassan Whiteside,34.3
20181110,Justise Winslow,32.0
20181110,Rodney McGruder,26.45
20181110,Goran Dragic,21.17
20181110,Tyler Johnson,33.38
20181110,Wayne Ellington,30.11
20181110,Bam Adebayo,13.2
20181110,Kelly Olynyk,11.36
20181110,Derrick Jones,0.31
20181110,John Wall,40.57
20181110,Dwight Howard,33.15
20181110,Bradley Beal,27.5
20181110,Otto Porter,23.08
20181110,Markieff Morris,15.08
20181110,Jeff Green,33.4
20181110,Austin Rivers,27.58
20181110,Kelly Oubre,18.13
